source_id,recording_alias,platform,source_url,source_identifier,source_title,source_creator,publication_date,duration_seconds,runtime,language,public_access_status,source_license_status,source_terms_url,release_raw_media,release_audio,release_converted_wav,release_full_transcript_text,release_text_chunks,release_chunk_metadata,release_topic_timestamp_annotations,recommended_data_license,rights_release_decision,annotation_source_policy,action_required_before_public_release,notes
src_0050,src_0050.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/defoh-City_of_Defiance_OH_Council_Meeting_6.23.2020,defoh-City_of_Defiance_OH_Council_Meeting_6.23.2020,"City of Defiance, OH Council Meeting 6.23.2020",Defiance Ohio Council Meetings,2020-06-29,2970,00:49:30,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: defoh-City_of_Defiance_OH_Council_Meeting_6.23.2020; upstream YouTube URL: https://www.youtube.com/watch?v=sLZ7ppwJsto
src_0051,src_0051.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/defoh-City_of_Defiance_OH_Council_Meeting_10.5.2021,defoh-City_of_Defiance_OH_Council_Meeting_10.5.2021,"City of Defiance, OH Council Meeting 10.5.2021",Defiance Ohio Council Meetings,2021-10-06,1771,00:29:31,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: defoh-City_of_Defiance_OH_Council_Meeting_10.5.2021; upstream YouTube URL: https://www.youtube.com/watch?v=EkFELTNJpO0
src_0052,src_0052.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/defoh-City_of_Defiance_OH_Council_Meeting_10.6.2020,defoh-City_of_Defiance_OH_Council_Meeting_10.6.2020,"City of Defiance, OH Council Meeting 10.6.2020",Defiance Ohio Council Meetings,2020-10-07,4228,01:10:28,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: defoh-City_of_Defiance_OH_Council_Meeting_10.6.2020; upstream YouTube URL: https://www.youtube.com/watch?v=YNGBGPLtMoM
src_0053,src_0053.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_of_Deltona_Commission_Budget_Workshop,deltfl-City_of_Deltona_Commission_Budget_Workshop,City of Deltona Commission Budget Workshop,City of Deltona,2023-07-28,4641,01:17:21,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_of_Deltona_Commission_Budget_Workshop; upstream YouTube URL: https://www.youtube.com/watch?v=KatKszHtiTE
src_0054,src_0054.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/gmtvct-City_of_Groton_Committee_of_the_Whole_-_10_14_25,gmtvct-City_of_Groton_Committee_of_the_Whole_-_10_14_25,City of Groton Committee of the Whole - 10/14/25,GMTV,2025-10-15,5021,01:23:41,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: gmtvct-City_of_Groton_Committee_of_the_Whole_-_10_14_25; upstream YouTube URL: https://www.youtube.com/watch?v=vkIYF3nm6hU
src_0055,src_0055.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/colwfl-City_of_Lake_Worth_Beach_FL-_Special_Electric_Utility_Meetings_10_29_2019,colwfl-City_of_Lake_Worth_Beach_FL-_Special_Electric_Utility_Meetings_10_29_2019,"City of Lake Worth Beach, FL- Special & Electric Utility Meetings (10/29/2019)","City of Lake Worth, FL",2019-10-29,7693,02:08:13,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: colwfl-City_of_Lake_Worth_Beach_FL-_Special_Electric_Utility_Meetings_10_29_2019; upstream YouTube URL: https://www.youtube.com/watch?v=-2Jo9wqas0E
src_0056,src_0056.json,internet_archive_community_media_with_upstream_vimeo_metadata,https://archive.org/details/City_of_Lathrop_City_Council_Meeting_August_18_2014,City_of_Lathrop_City_Council_Meeting_August_18_2014,"City of Lathrop City Council Meeting August 18, 2014",City of Lathrop CA,2014-08-19,9184,02:33:04,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://vimeo.com/terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: City_of_Lathrop_City_Council_Meeting_August_18_2014; upstream YouTube URL:
src_0057,src_0057.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/selmaca-City_of_Selma_-_City_Council_Meeting_-_2018_08_20_-_Part_2,selmaca-City_of_Selma_-_City_Council_Meeting_-_2018_08_20_-_Part_2,City of Selma - City Council Meeting - 2018/08/20 - Part 2,City of Selma CA,2018-08-20,8822,02:27:02,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: selmaca-City_of_Selma_-_City_Council_Meeting_-_2018_08_20_-_Part_2; upstream YouTube URL: https://www.youtube.com/watch?v=-Qf9qrY_f50
src_0058,src_0058.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/selmaca-City_of_Selma_-_Special_City_Council_Meeting_-_2020-6-4,selmaca-City_of_Selma_-_Special_City_Council_Meeting_-_2020-6-4,City of Selma - Special City Council Meeting - 2020-6-4,City of Selma CA,2020-06-04,9020,02:30:20,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: selmaca-City_of_Selma_-_Special_City_Council_Meeting_-_2020-6-4; upstream YouTube URL: https://www.youtube.com/watch?v=221pluXT0S0
src_0059,src_0059.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/coscia-City_of_Sioux_City_Council_Meeting_-_January_24_2022_Part_1,coscia-City_of_Sioux_City_Council_Meeting_-_January_24_2022_Part_1,"City of Sioux City Council Meeting - January 24, 2022 (Part 1)",City of Sioux City - Council Videos,2022-01-25,5669,01:34:29,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: coscia-City_of_Sioux_City_Council_Meeting_-_January_24_2022_Part_1; upstream YouTube URL: https://www.youtube.com/watch?v=kNJWFxQhUUM
src_0060,src_0060.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/yubacca-City_of_Yuba_City_-_City_Council_Meeting_7_15_2014_Entire_Meeting,yubacca-City_of_Yuba_City_-_City_Council_Meeting_7_15_2014_Entire_Meeting,City of Yuba City - City Council Meeting 7/15/2014 Entire Meeting,City of Yuba City CA,2014-07-17,4978,01:22:58,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: yubacca-City_of_Yuba_City_-_City_Council_Meeting_7_15_2014_Entire_Meeting; upstream YouTube URL: https://www.youtube.com/watch?v=9mh2Eo8Wl4g
src_0061,src_0061.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cocoh-Columbus_City_Council_12-15-2014,cocoh-Columbus_City_Council_12-15-2014,Columbus City Council 12-15-2014,"City of Columbus, OH",2015-01-21,8227,02:17:07,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cocoh-Columbus_City_Council_12-15-2014; upstream YouTube URL: https://www.youtube.com/watch?v=Wt99e_SBW5M
src_0062,src_0062.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cocoh-Columbus_City_Council_Meeting_5-20-2013,cocoh-Columbus_City_Council_Meeting_5-20-2013,Columbus City Council Meeting 5-20-2013,"City of Columbus, OH",2013-06-04,5996,01:39:56,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cocoh-Columbus_City_Council_Meeting_5-20-2013; upstream YouTube URL: https://www.youtube.com/watch?v=43eX-pL2Ke8
src_0063,src_0063.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cbsca-Community_Meeting_Forest_and_Beach_Commission_Special_Meeting_-_05_15_2025,cbsca-Community_Meeting_Forest_and_Beach_Commission_Special_Meeting_-_05_15_2025,Community Meeting & Forest and Beach Commission Special Meeting - 05/15/2025,City of Carmel-by-the-Sea CA,2025-05-16,7480,02:04:40,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cbsca-Community_Meeting_Forest_and_Beach_Commission_Special_Meeting_-_05_15_2025; upstream YouTube URL: https://www.youtube.com/watch?v=D7Vb4QytmY4
src_0064,src_0064.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cfinh-Conservation_Commission_11122025-20251113,cfinh-Conservation_Commission_11122025-20251113,Conservation Commission 11122025,SomeCity,2025-11-13,1932,00:32:12,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cfinh-Conservation_Commission_11122025-20251113; upstream YouTube URL: https://www.youtube.com/watch?v=3Ubm6dviuz0
src_0065,src_0065.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/ccmca-Costa_Mesa_Planning_Commission_Meeting_October_27_2025,ccmca-Costa_Mesa_Planning_Commission_Meeting_October_27_2025,"Costa Mesa Planning Commission Meeting October 27, 2025",CMTV,2025-10-28,4730,01:18:50,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: ccmca-Costa_Mesa_Planning_Commission_Meeting_October_27_2025; upstream YouTube URL: https://www.youtube.com/watch?v=bWPuciAw7ck
src_0066,src_0066.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/wscswi-Council_02072022,wscswi-Council_02072022,Council 02072022,WSCS,2022-02-08,1987,00:33:07,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: wscswi-Council_02072022; upstream YouTube URL: https://www.youtube.com/watch?v=Sr7uKp2_PHY
src_0067,src_0067.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Council_District_2_Candidate_Forum_07_15_2025,Council_District_2_Candidate_Forum_07_15_2025,Council District 2 Candidate Forum 07/15/2025,Provo City Council,2025-07-16,5055,01:24:15,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Council_District_2_Candidate_Forum_07_15_2025; upstream YouTube URL: https://www.youtube.com/watch?v=Fv_HTqdy1B8
src_0068,src_0068.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Council_Retreat_Work_Session_January_30_2018,Council_Retreat_Work_Session_January_30_2018,"Council Retreat (Work Session) - January 30, 2018",Provo City Council,2018-01-30,7325,02:02:05,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Council_Retreat_Work_Session_January_30_2018; upstream YouTube URL: https://www.youtube.com/watch?v=2vG9sY6OtJc
src_0069,src_0069.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Council_Work_Meeting_January_3_2018,Council_Work_Meeting_January_3_2018,"Council Work Meeting - January 3, 2018",Provo City Council,2018-01-03,8914,02:28:34,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Council_Work_Meeting_January_3_2018; upstream YouTube URL: https://www.youtube.com/watch?v=g_PeK5PLr88
src_0070,src_0070.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cowbva-December_12th_2022_Waynesboro_VA_City_Council_Meeting,cowbva-December_12th_2022_Waynesboro_VA_City_Council_Meeting,"December 12th, 2022 Waynesboro VA City Council Meeting",City of Waynesboro - Council Video,2022-12-13,4005,01:06:45,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cowbva-December_12th_2022_Waynesboro_VA_City_Council_Meeting; upstream YouTube URL: https://www.youtube.com/watch?v=mJPEI-zcxmY
src_0071,src_0071.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/defoh-Defiance_City_Council_Meeting_10-22-19,defoh-Defiance_City_Council_Meeting_10-22-19,Defiance City Council Meeting 10-22-19,Defiance Ohio Council Meetings,2019-10-22,5272,01:27:52,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: defoh-Defiance_City_Council_Meeting_10-22-19; upstream YouTube URL: https://www.youtube.com/watch?v=XpBoJ3Z4G-0
src_0072,src_0072.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-District_6_Town_Hall_-_December_15th_2022,deltfl-District_6_Town_Hall_-_December_15th_2022,"District 6 Town Hall - December 15th, 2022",City of Deltona,2022-12-16,5100,01:25:00,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-District_6_Town_Hall_-_December_15th_2022; upstream YouTube URL: https://www.youtube.com/watch?v=l9AuBSvf6NA
src_0073,src_0073.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Executive_Kittleman_s_Town_Hall_Meeting_in_Clarksville_September_10_2015,Executive_Kittleman_s_Town_Hall_Meeting_in_Clarksville_September_10_2015,"Executive Kittleman's Town Hall Meeting in Clarksville, September 10, 2015",HCG,2015-09-15,5172,01:26:12,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Executive_Kittleman_s_Town_Hall_Meeting_in_Clarksville_September_10_2015; upstream YouTube URL: https://www.youtube.com/watch?v=YS19AFJlQe4
src_0074,src_0074.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Feb._19_2015_-_City_Council_Stated_Meeting,Feb._19_2015_-_City_Council_Stated_Meeting,"Feb. 19, 2015: City Council Stated Meeting",Philadelphia City Council,2015-02-24,3337,00:55:37,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Feb._19_2015_-_City_Council_Stated_Meeting; upstream YouTube URL: https://www.youtube.com/watch?v=K6q2aGUR838
src_0075,src_0075.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/Formal_08_22_17_Session_-_Norfolk_City_Council,Formal_08_22_17_Session_-_Norfolk_City_Council,Formal 08/22/17 Session - Norfolk City Council,NorfolkTV,2017-08-22,5429,01:30:29,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: Formal_08_22_17_Session_-_Norfolk_City_Council; upstream YouTube URL: https://www.youtube.com/watch?v=p2-wem3Y9BY
src_0076,src_0076.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/gmtvct-Groton_R.T.M._-_12_8_2021,gmtvct-Groton_R.T.M._-_12_8_2021,Groton R.T.M. - 12/8/2021,GMTV,2021-12-09,8445,02:20:45,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: gmtvct-Groton_R.T.M._-_12_8_2021; upstream YouTube URL: https://www.youtube.com/watch?v=BoFGhYI2Exo
src_0077,src_0077.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/gmtvct-Groton_R.T.M._7_13_22,gmtvct-Groton_R.T.M._7_13_22,Groton R.T.M. 7/13/22,GMTV,2022-07-14,5285,01:28:05,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: gmtvct-Groton_R.T.M._7_13_22; upstream YouTube URL: https://www.youtube.com/watch?v=suURvQ89D2M
src_0078,src_0078.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/gmtvct-Groton_Resilience_and_Sustainability_Task_Force_11_9_23,gmtvct-Groton_Resilience_and_Sustainability_Task_Force_11_9_23,Groton Resilience and Sustainability Task Force 11/9/23,GMTV,2023-11-09,5603,01:33:23,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: gmtvct-Groton_Resilience_and_Sustainability_Task_Force_11_9_23; upstream YouTube URL: https://www.youtube.com/watch?v=V3qiZLRxgeY
